yaopian,Hardness,#####,#####,####,####,####
yaopian,Hardness,#####,#####,####,####,####
2021-04-25-12-59-48,50,1,0.8022315839575027,0.4699393664658711,0.8588950109804834,0.40424737900253727
2021-04-25-13-02-08,50,1,1.0307255564978515,0.12499179062022148,0.8251302981320306,0.4501669134495492
2021-04-25-13-04-05,50,1,0.906918412997517,0.3225730382707058,0.867905410237315,0.3916821044408584
2021-04-25-13-05-53,50,1,1.21000027847089,-0.2058602503085214,0.8358683332996526,0.4357630200657985
2021-04-25-13-07-54,50,1,1.0443237846924824,0.10175175487336785,0.900260983994543,0.3454803955736
2021-04-25-13-09-54,50,1,0.8454542742078982,0.4112833928809294,0.9154109759088978,0.32326594434248446
2021-04-25-13-11-58,50,1,1.1508849152114704,-0.09091228982097888,0.9563944719409181,0.2613139187195327
2021-04-25-13-14-13,50,1,0.8630850736584911,0.3864736062440455,0.8410454172192137,0.4287519915695098
2021-04-25-13-16-17,50,1,0.9381478884890991,0.2751157732572098,0.9533711100302924,0.2659768176387812
2021-04-25-13-18-21,50,1,0.9270941443723328,0.29209706171797123,0.8536931113231537,0.41144188037412244
2021-04-25-13-20-21,50,1,0.7297606241091608,0.561381554368706,0.8746969435346564,0.3821244366271016
2021-04-25-13-22-19,50,1,1.2234291866003355,-0.23277469997410827,0.9300908666910365,0.3013871639483712
2021-04-25-13-24-14,50,1,0.7183870568047815,0.5749470477541272,0.9213737489467629,0.3144210563091432
2021-04-25-13-26-16,50,1,1.0550035968038798,0.08328588284659433,0.8287029582617617,0.44539525636362376
2021-04-25-13-28-24,50,1,0.8173482319572821,0.44977503188316603,0.8598932714564584,0.4028617337367597
2021-04-25-13-30-22,50,1,0.7735065458066344,0.5072189195476482,0.9095919819130909,0.3318421913986531
2021-04-25-13-32-19,50,1,1.1804506139030309,-0.14768229943987543,0.8539522731982343,0.411084480328474
2021-04-25-13-34-20,50,1,1.0311706868217567,0.1242358633249585,0.895781532394963,0.3519776109450091
2021-04-25-13-36-21,50,1,0.7661691850214348,0.5165234653359794,0.8755843377107411,0.3808701112068017
2021-04-25-13-38-29,50,1,1.0989266509480442,0.005365656628185889,0.9193193538834651,0.31747493055381715
2021-04-25-13-40-34,50,1,0.7293744145997364,0.5618456895492028,0.8816760181646395,0.3722252300611478
2021-04-25-13-42-40,50,1,0.8875791309709322,0.35115613335071794,0.8798025599699602,0.3748902911838933
2021-04-25-13-44-53,50,1,0.9737585955046504,0.2190402569222546,0.912978279857889,0.32685799383777414
2021-04-25-13-47-06,50,1,0.5646342393283322,0.7374207163407996,0.9217017592438327,0.3139328353640789
2021-04-25-13-49-14,50,1,0.8055919901484287,0.46548940544237605,0.8762428041010247,0.3799385515660828
2021-04-25-13-51-16,50,1,0.9021952766935344,0.3296106026022195,0.8936872835588118,0.3550040938062283
2021-04-25-13-53-24,50,1,1.022819530048925,0.13836354972940457,0.8448958401489527,0.4235095128641353
2021-04-25-13-55-39,50,1,1.0515767159609934,0.08923158382323304,0.8574275379449987,0.4062813972264617
2021-04-25-13-57-43,50,1,1.0294306366389816,0.12718898802962286,0.930195209677347,0.30123040627853326
2021-04-25-13-59-40,50,1,0.9546001750320793,0.24946826878298245,0.9048679308194578,0.3387644491349495
2021-04-25-14-01-47,50,1,0.7494690410059606,0.5373703808022128,0.8902946343334744,0.35989191385920916
2021-04-25-14-03-50,50,1,0.6661176977955916,0.634549985313889,0.9300662496289166,0.3014241443523479
2021-04-25-14-05-59,50,1,0.5149672316317357,0.7815836080204747,0.8916296966190843,0.35797069612421595
2021-04-25-14-07-56,50,1,0.820195536437355,0.44593484051569854,0.901737544807289,0.3433316174599069
2021-04-25-14-09-58,50,1,0.8299238595574836,0.43271338113707214,0.9043998765406817,0.33944833696755805
2021-04-25-14-11-55,50,1,0.8592013804515903,0.3919826515012208,0.8186940199768349,0.4587112039782184
2021-04-25-14-13-54,50,1,0.734249405518598,0.5559690464105078,0.9071553429935059,0.3354171540393376
2021-04-25-14-15-51,50,1,1.0946907455976618,0.013018682260830694,0.828237266872342,0.4460184038547078
2021-04-25-14-17-55,50,1,0.8657588204845335,0.3826664377189788,0.9213404488453103,0.31447061152134426
2021-04-25-14-19-55,50,1,0.872037962192238,0.37367921898021406,0.9488229564177196,0.27296357640638236
2021-04-25-14-22-01,50,1,0.7623668869677122,0.521310294058231,0.8884489099951969,0.36254325723806624
2021-04-25-14-24-08,50,1,1.0658419787408202,0.06435375024687728,0.841882237160684,0.4276146700165552
2021-04-25-14-26-05,50,1,0.7981790430354022,0.47528113264884564,0.9478269435077901,0.27448916678670476
2021-04-25-14-28-01,50,1,0.7685617182532788,0.5134992253185138,0.9455089626947488,0.278033408311095
2021-04-25-14-29-57,50,1,0.9365344405646108,0.277606973728016,0.8620591912258483,0.3998497728715492
2021-04-25-14-31-54,50,1,0.8692742369456035,0.3776428895065891,0.8512370774314615,0.4148235155920349
2021-04-25-14-33-48,50,1,1.2089604880129141,-0.20378867516638044,0.921556655824039,0.3141488333366781
2021-04-25-14-36-01,50,1,1.0365875793945374,0.11501065829030288,0.8752382965112177,0.3813593892904624
2021-04-25-14-38-02,50,1,0.6108067000412097,0.6927204745833972,0.9413564763047585,0.2843609490352531
2021-04-25-14-40-02,50,1,0.6290229117965881,0.6741190541133526,0.927821005783101,0.3047928934933374
2021-04-25-14-42-10,50,1,0.7646599225108092,0.5184263722093032,0.8951450594068536,0.35289815285024717
2021-04-25-14-44-13,50,1,0.9757169122796707,0.2158959367181974,0.8211093429022691,0.45551265667550744
2021-04-25-14-46-12,50,1,0.8465125161353448,0.40980869574206946,0.8844621722489697,0.3682513421416648
2021-04-25-14-48-22,50,1,1.0100579375277763,0.15973047910326454,0.8355099135498635,0.4362468051555932
2021-04-25-14-50-26,50,1,1.0641649640021837,0.06729575884324601,0.8993829853087634,0.3467564413746109
2021-04-25-14-52-35,50,1,1.147328391329153,-0.08418032088791061,0.8598826536792906,0.40287648031547063
2021-04-25-14-54-45,50,1,1.1219084815862994,-0.03667088487724701,0.9080381998638839,0.33412296105709505
2021-04-25-14-56-56,50,1,1.051397629003136,0.0895417710947537,0.836139107175813,0.4353973993713248
2021-04-25-14-59-16,50,1,0.9133692695867044,0.3129017694214892,0.8942568615636026,0.3541816751398825
2021-04-25-15-01-37,50,1,0.775142306100885,0.5051325143503729,0.9090710178544296,0.33260734001129877
2021-04-25-15-03-55,50,1,0.6923906135982426,0.6051534184994097,0.9392930500400317,0.2874948309251688
2021-04-25-15-06-17,50,1,1.12178923551937,-0.036450524022310304,0.8640389655859245,0.39709004038630813
2021-04-25-15-08-36,50,1,0.9246599219097744,0.29580958863896045,0.8491977289308089,0.4176240262863993
2021-04-25-15-11-11,50,1,0.8446660800297644,0.41238057038276943,0.8833013787621993,0.369908504039241
2021-04-25-15-13-51,50,1,1.249315528794577,-0.28549477372542076,0.9216999285571044,0.31393556069858797
2021-04-25-15-16-22,50,1,0.9562905379926738,0.2468078999182849,0.8726596073310546,0.38499938491062513
2021-04-25-15-18-54,50,1,1.0288338965636112,0.12820059644685833,0.9158820542807034,0.3225692587821286
2021-04-25-15-21-26,50,1,1.1776573767519067,-0.1422573269712859,0.9260607939729513,0.30742820994313513
2021-04-25-15-24-01,50,1,0.41686212072642914,0.8568765138416773,0.9650127212828283,0.247941059623893
2021-04-25-15-26-33,50,1,0.8811243299842741,0.3605590789008333,0.8654362609983225,0.3951384513028039
2021-04-25-15-29-08,50,1,1.1557056669845136,-0.10007051511425913,0.8982891600834847,0.34834441843838726
2021-04-25-15-31-46,50,1,0.8074050744908938,0.46308073366858704,0.8954147653994563,0.35250815228759536
2021-04-25-15-34-29,50,1,1.0919282130079044,0.017993836603187097,0.8296329009918687,0.44414984020251713
2021-04-25-15-37-03,50,1,0.7559552569301546,0.5293281531534515,0.8766626867531965,0.37934416055269604
2021-04-25-15-39-39,50,1,0.42844123552118524,0.8488150484896013,0.994011992123903,0.20206218099257367
2021-04-25-15-42-13,50,1,1.0602373932908706,0.07416781700162911,0.8111899936629777,0.4685884722568826
2021-04-25-15-44-48,50,1,1.2649634717420704,-0.31789863476039293,0.8222846423557548,0.4539528311289315
2021-04-25-15-47-23,50,1,0.8417356152566838,0.41645084371141905,0.893403173997874,0.35541412621672375
2021-04-25-15-49-58,50,1,0.7864085974484085,0.4906426886011952,0.9032053240414863,0.3411921287426929
2021-04-25-15-52-35,50,1,0.8517851641511904,0.40243358347775504,0.829823112652874,0.44389492913904904
2021-04-25-15-55-11,50,1,0.8928363666109759,0.34344701259994037,0.8166639827047818,0.46139224002900203
2021-04-25-15-57-47,50,1,0.8382239015346905,0.4213098108266572,0.839062960358967,0.4314418340271664
2021-04-25-16-00-19,50,1,0.8113250266599529,0.45785459114352856,0.8832295623148159,0.3700109585226151
2021-04-25-16-02-57,50,1,0.930176261140868,0.2873824029457216,0.8840432966289941,0.3688495846824724
2021-04-25-16-05-28,50,1,1.0118033483196562,0.15682394748091477,0.8199724388232572,0.4570194019927609
2021-04-25-16-08-07,50,1,1.0175900344399431,0.14715181570265246,0.8342801735366078,0.43790509707439096
2021-04-25-16-10-39,50,1,1.140303841514421,-0.07094511374811696,0.9120762102160195,0.3281875347457982
2021-04-25-16-13-13,50,1,0.9868176876646956,0.19795286982429505,0.8576192894528976,0.406015814043321
2021-04-25-16-15-45,50,1,0.6364055072185708,0.6664246907551512,0.9640611039494813,0.24942356744697924
2021-04-25-16-18-23,50,1,0.7711871330876995,0.5101697648523003,0.8618362960117529,0.4001600840909396
2021-04-25-16-21-00,50,1,0.6311926027824848,0.6718670522500833,0.9082045966974055,0.33387889647308355
2021-04-25-16-23-36,50,1,0.7277759392881858,0.5637640770581608,0.923315169544069,0.3115288546341872
2021-04-25-16-26-12,50,1,0.9023965307350191,0.3293114797242258,0.9037581550221231,0.34038539996491757
2021-04-25-16-28-47,50,1,0.9146270846286739,0.31100803903352037,0.8212847557002315,0.45527999521322315
2021-04-25-16-31-24,50,1,0.9532636731820726,0.25156838332345266,0.8795801341120447,0.37520632342554106
2021-04-25-16-34-03,50,1,1.050123683610392,0.09174678153530658,0.9115193349493592,0.3290076450214463
2021-04-25-16-36-35,50,1,0.9936831938532134,0.18675401429988459,0.8581922404296819,0.4052219011636977
2021-04-25-16-39-06,50,1,0.8923662855302303,0.34413818491611503,0.8015621027507476,0.48112809807991996
2021-04-25-16-41-42,50,1,0.8344485463116638,0.4265109055441868,0.8885303769205555,0.36242634782155136
2021-04-25-16-44-18,50,1,1.0086678833662268,0.16204166617309856,0.9560136176175568,0.261902119049212
2021-04-25-16-46-54,50,1,0.9587458065710076,0.24293530505155303,0.7875517640640028,0.49910808837474907
2021-04-25-16-49-25,50,1,0.9219896242268032,0.29987093661518605,0.9000650138155842,0.34576531820312084
2021-04-25-16-51-58,50,1,0.82985662944073,0.4328052864375791,0.8910179832548225,0.35885133790996226
2021-04-25-16-54-30,50,1,0.923687574336439,0.297289825439498,0.9175702883831477,0.32006955759733746
2021-04-25-16-56-44,50,1,0.5912119059049727,0.7121194116506588,0.9073974648836546,0.3350623492538001
2021-04-25-16-58-57,50,1,0.8326205472958118,0.4290208007932962,0.9055593681205792,0.337753522367635
2021-04-25-17-00-58,50,1,0.825194818724499,0.43915994430628247,0.9358723095280821,0.29267501871804324
2021-04-25-17-03-01,50,1,1.122537283682017,-0.03783326757005656,0.8877249764077142,0.363581669980541
2021-04-25-17-05-09,50,1,0.9231359825757915,0.29812883945314683,0.8297386063746246,0.44400818695572486
2021-04-25-17-07-13,50,1,1.1344855020090865,-0.06004411516745489,0.8756206842065419,0.3808187085765795
2021-04-25-17-09-26,50,1,1.1104031524436468,-0.015517498165208199,0.8370596306827277,0.43415354879090384
2021-04-25-17-11-27,50,1,0.8680046608602707,0.37945946861997537,0.8973787581631079,0.34966463443361206
2021-04-25-17-13-31,50,1,0.8823324624986885,0.3588043685629456,0.8849716382334504,0.36752333554291217
2021-04-25-17-15-36,50,1,0.8121783864694284,0.45671352339637006,0.9023397397600617,0.34245425701438215
2021-04-25-17-17-48,50,1,0.9527522449570076,0.25237123857916344,0.8212900298668463,0.45527299897161877
2021-04-25-17-19-59,50,1,0.6963615261149689,0.6006114815700497,0.9168173552309135,0.3211849645255821
2021-04-25-17-22-15,50,1,0.9505360322288408,0.2558453365085044,0.8768175254124801,0.3791248971886434
2021-04-25-17-24-20,50,1,0.9514094600540953,0.25447713164895236,0.8990231235841659,0.34727908929607243
2021-04-25-17-26-30,50,1,0.8457816198391505,0.4108274223499755,0.8319551306340133,0.44103371914481704
2021-04-25-17-28-44,50,1,1.2689732739265902,-0.32626707957312817,0.8505064533758514,0.4158276084476574
2021-04-25-17-31-04,50,1,0.8609960545298094,0.38943998193645446,0.8738696910264551,0.3832926067141835
2021-04-25-17-33-15,50,1,0.9925672900486906,0.18857953521543125,0.84590413235066,0.42213273320210076
2021-04-25-17-35-35,50,1,0.8589959138280002,0.3922734153132247,0.9144890708559127,0.32462832781090567
2021-04-25-17-37-59,50,1,0.9815929066665985,0.2064233849826198,0.8567941287357823,0.4071582711492868
2021-04-25-17-40-20,50,1,1.2460479652863747,-0.27877918805995017,0.8579078341646806,0.40561605664520917
2021-04-25-17-42-42,50,1,0.8579421928939587,0.3937634839948366,0.8956404337665992,0.352181740781942
2021-04-25-17-45-12,50,1,0.9783579392177911,0.21164543627930021,0.8209993917133803,0.4556584667871174
2021-04-25-17-47-18,50,1,1.0471432521546473,0.09689502275283801,0.882754534923323,0.37068843035496046
2021-04-25-17-49-17,50,1,0.8659299930101922,0.38242230277332134,0.8439168086933716,0.42484476696421314
2021-04-25-17-51-15,50,1,1.053908538425616,0.08518793226771582,0.8638937034530577,0.3972927456534996
2021-04-25-17-53-16,50,1,0.816050527662586,0.4515208299258957,0.9133954469340743,0.32624269587369203
2021-04-25-17-55-22,50,1,0.9047435970958573,0.3258181205742665,0.9322701075846936,0.2981095718508008
2021-04-25-17-57-28,50,1,0.6665570126052686,0.6340677866094264,0.9143102692164061,0.32489240041888723
2021-04-25-17-59-29,50,1,0.8175181096408853,0.44954629056363704,0.8641669609410058,0.3969114017062404
2021-04-25-18-01-27,50,1,0.9289975084881794,0.2891873676153026,0.8405292566736575,0.4294529411240867
2021-04-25-18-03-34,50,1,0.9642087499531278,0.23428320048655948,0.8747257858420427,0.38208368822647754
2021-04-25-18-05-32,50,1,0.8553250191545368,0.3974565213147133,0.9045053794271964,0.3392942144962837
2021-04-25-18-07-30,50,1,0.8889850304890662,0.34909900581337683,0.8255630339006695,0.44959004738329256
2021-04-25-18-09-29,50,1,0.7780638913528146,0.5013950787576287,0.8981680743505539,0.3485200876529354
2021-04-25-18-11-25,50,1,0.6880718836059452,0.6100637035493592,0.9093568008852809,0.3321876599796215
2021-04-25-18-13-23,50,1,0.5218651553018842,0.7756930969334943,0.838172624687621,0.4326477960825865
2021-04-25-18-15-24,50,1,0.7092195981075622,0.5857261741542183,0.8975042726167212,0.34948269966906964
2021-04-25-18-17-23,50,1,0.7148189663992945,0.5791588746464218,0.9231657451176221,0.31175167363487233
2021-04-25-18-19-22,50,1,1.0085415625310379,0.16225153697427952,0.8343080380597465,0.437867549093544
2021-04-25-18-21-24,50,1,0.8925572660356881,0.34385742526291596,0.8211521221417991,0.45545592035542826
2021-04-25-18-23-25,50,1,0.9525868353357887,0.2526308113190957,0.8286700445571571,0.4454393101081461
2021-04-25-18-25-25,50,1,0.8712015006636006,0.37488018040758175,0.8788952387090596,0.37617895047451355
2021-04-25-18-27-23,50,1,1.2308157459234557,-0.24770560496416905,0.9444069183354936,0.27971541358018726
2021-04-25-18-29-23,50,1,1.1574127252898994,-0.10332267774799586,0.9072606060333664,0.3352629134897622
2021-04-25-18-31-25,50,1,0.7661061041339493,0.5166030740542167,0.9263743797301329,0.3069590886460998
